HCP_ID,HCP_Name,Address_Line1,City,State,ZIP,Specialty,Influence_Score,Bridge_Score,Eigenvector_Score,Final_Segment,Patients_Treated,Patients_Prescribed,Patients_Diagnosed,Patients_Count,Mistreated_Patients,Affiliation,HCO_ID,Email,Region,Territory,Territory_Name,Latitude,Longitude,Cluster_ID,Incoming_Referrals,Outgoing_Referrals
1760737985,John Claire Ramirez,736 W LINCOLN HWY,EXTON,PA,19341,Sleep Specialists,6.72,3.98,4.74,Bridger,2,18,6,4,4,ADVOCARE LLC,9000055,john.ramirez@email.com,Northeast,2110007,Central PA,40.04213,-75.63814,2,1,0
1508090325,GEOFFREY LANE KOFF,255 W LANCASTER AVE,PAOLI,PA,19301,Sleep Specialists,9.57,7.08,6.11,Bridger,2,8,3,3,7,PULMONOLOGY ASSOCIATES INC,9001378,geoffrey.lane koff@email.com,Northeast,2110005,"Philadelphia, PA",40.0414,-75.4809,2,1,0
1326131699,BABATUNDE ABAYOMI ADETUNJI,4641 E ROOSEVELT BLVD,PHILADELPHIA,PA,19124,Sleep Specialists,6.2,5.71,5.61,Bridger,5,27,3,7,4,DREXEL UNIVERSITY COLLEGE OF MEDICINE PSYCHIATRY ACADEMIC OFFICE,9000513,babatunde.abayomi adetunji@email.com,Northeast,2110005,"Philadelphia, PA",40.01728,-75.09387,2,1,0
1124056031,DAVID WALSH HARTLEY,5360 LINCOLN HWY,GAP,PA,17527,Sleep Specialists,1.23,7.71,3.91,Bridger,7,33,4,7,5,PENN MEDICINE,9001244,david.walsh hartley@email.com,Northeast,2110007,Central PA,40.01495,-75.99333,2,1,0
1184621575,Donna Allen Wright,300 HOSPITAL RD,NEW ROADS,LA,70760,Other Non-Specialists,2.72,1.84,1.26,Bridger,0,17,1,1,3,SOUTHSTAR URGENT CARE,9001588,donna.wright@email.com,South Central,2150003,"New Orleans, LA",30.69839,-91.48085,2,0,1
1477909521,Andrew Ruth Sanchez,10071 GULF HWY,LAKE CHARLES,LA,70607,Other Non-Specialists,2.95,1.43,2.74,Bridger,0,2,1,1,9,OCHSNER HEALTH SYSTEM,9001176,andrew.sanchez@email.com,South Central,2150003,"New Orleans, LA",30.04982,-93.20606,2,0,1
1366735227,Margaret Rose Nguyen,10401 W THUNDERBIRD BLVD,SUN CITY,AZ,85351,Other Specialists,4.12,4.55,3.08,Bridger,0,3,0,1,2,BANNER HEALTH,9000170,margaret.nguyen@email.com,South Central,2150001,"Phoenix, AZ",33.60638,-112.28213,2,0,1
1427206408,SALEM AKKAD,4515 MATLOCK RD,ARLINGTON,TX,76018,Other Specialists,2.41,3.97,3.11,Bridger,0,14,1,1,6,AKKAD SALEM OFFICE,9000067,salem.akkad@email.com,South Central,2150006,"Dallas, TX",32.66074,-97.08967,2,0,1
1831274349,Sarah Jean Allen,100 ASMA BLVD,LAFAYETTE,LA,70508,Other Specialists,6.95,3.25,5.18,Bridger,0,1,1,1,6,OMNI PSYCHIATRIC AND WELLNESS GROUP,9001190,sarah.allen@email.com,South Central,2150003,"New Orleans, LA",30.15627,-92.02913,2,1,1
1689958464,Thomas Scott Harris,2200 ADA AVE,CONWAY,AR,72034,Psychologist,4.99,2.14,9.33,Bridger,0,30,1,1,6,CONWAY REGIONAL HEALTH SYSTEM,9000434,thomas.harris@email.com,South Central,2150002,"Little Rock, AR",35.05405,-92.47945,2,0,1
1316010986,JAMES M ANDRY,5290 MEDICAL DR,SAN ANTONIO,TX,78229,Sleep Specialists,8.04,2.62,2.07,Bridger,0,12,1,1,1,SLEEP THERAPY AND RESEARCH CENTER,9001548,james.andry@email.com,South Central,2150005,"San Antonio, TX",29.5056,-98.57261,2,3,1
1215982723,SHAKIL AHMED TUKDI,5501 INDEPENDENCE PKWY,PLANO,TX,75023,Sleep Specialists,8.62,1.14,1.11,Bridger,0,4,1,1,2,ADULT CHILD AND ADOLESCENT PSYCHIATRIC SERVICES,9000035,shakil.tukdi@email.com,South Central,2150006,"Dallas, TX",33.05657,-96.73286,2,0,1
1679565519,AURELIANO ENRIQUE CIFUENTES,2727 W BASELINE RD,TEMPE,AZ,85283,Sleep Specialists,3.32,9.86,6.79,Bridger,0,12,1,1,4,GILA MEDICAL CLINICS INTERNAL MEDICINE AND FAMILY PRACTICE,9000650,aureliano.cifuentes@email.com,South Central,2150001,"Phoenix, AZ",33.36461,-111.93196,2,0,1
1649261579,JOSEPH THANH HOANG,2701 HOSPITAL DR,VICTORIA,TX,77901,Sleep Specialists,3.03,2.7,5.6,Bridger,0,27,1,1,4,CITIZENS MEDICAL CENTER,9000353,joseph.hoang@email.com,South Central,2150007,"Houston, TX",28.80629,-96.98553,2,0,1
1962747667,MAGGIE GARY LAVENDER,3200 RESEARCH FOREST DR,THE WOODLANDS,TX,77381,Sleep Specialists,8.54,8.7,6.87,Bridger,0,23,1,1,4,COMPREHENSIVE SLEEP MEDICINE ASSOCIATES,9000425,maggie.lavender@email.com,South Central,2150007,"Houston, TX",30.17791,-95.50266,2,1,1
1619201134,KAREN HEJTMANCIK BLAKLEY,2559 WESTERN TRAILS BLVD,AUSTIN,TX,78745,Sleep Specialists,3.64,6.24,1.47,Bridger,0,3,1,1,6,HCA HEALTHCARE INC,9000704,karen.blakley@email.com,South Central,2150005,"San Antonio, TX",30.20743,-97.79822,2,0,1
1801047287,WESTON CHEARIS HICKEY,7010 CHAMPIONS PLAZA DR,HOUSTON,TX,77069,Sleep Specialists,8.96,2.34,9.2,Bridger,0,14,1,1,6,WILLOWBROOK CARDIOVASCULAR ASSOCIATES,9001887,weston.hickey@email.com,South Central,2150007,"Houston, TX",29.98631,-95.52398,2,0,1
1326144965,REBECCA ANNE EAGLE,650 24TH AVE SW,NORMAN,OK,73069,Sleep Specialists,1.29,4.59,2.31,Bridger,0,17,1,1,6,NORMAN REGIONAL HEALTH SYSTEM,9001127,rebecca.eagle@email.com,South Central,2150002,"Little Rock, AR",35.25028,-97.4633,2,0,1
1366521593,Jennifer Cole Hill,11803 SOUTH FWY,BURLESON,TX,76028,Sleep Specialists,3.13,7.18,9.36,Bridger,0,28,1,1,7,NTX LUNG AND SLEEP,9001161,jennifer.hill@email.com,South Central,2150006,"Dallas, TX",32.52603,-97.30491,2,0,1
1568605004,SCOTT RAYNER MCRIGHT,8001 YOUREE DR,SHREVEPORT,LA,71115,Sleep Specialists,7.51,9.75,4.95,Bridger,0,14,1,1,10,INTENSIVE SPECIALTY HOSPITAL INC,9000811,scott.mcright@email.com,South Central,2150003,"New Orleans, LA",32.26472,-93.56247,2,2,1
1275556599,DAVID GEORGE DAVILA,3214 E RACE AVE,SEARCY,AR,72143,Sleep Specialists,9.0,3.83,5.09,Bridger,1,33,6,7,1,UNITY HEALTH,9001789,david.george davila@email.com,South Central,2150002,"Little Rock, AR",35.2279,-91.73613,2,1,0
1700935640,MOHAMMAD AWNI ZEIBO,301 4TH ST,ALEXANDRIA,LA,71301,Sleep Specialists,1.96,3.96,7.56,Bridger,1,26,1,1,9,NEUROLOGY AND SLEEP CENTER,9001097,mohammad.zeibo@email.com,South Central,2150003,"New Orleans, LA",31.27446,-92.46864,2,0,1
1841364577,Kimberly Kay Scott,201 SAINT ANN DR,MANDEVILLE,LA,70471,PCP,4.35,6.99,3.9,Bridger,2,3,3,4,5,SAINT TAMMANY PARISH HOSPITAL SERVICE DISTRICT NUMBER 2,9001474,kimberly.scott@email.com,South Central,2150003,"New Orleans, LA",30.407,-90.06346,2,1,0
1326008202,Sarah Dean White,321 N HIGHLAND AVE,SHERMAN,TX,75092,PCP,9.44,2.5,2.17,Bridger,2,34,4,3,5,TEXAS INSTITUTE FOR NEUROLOGICAL DISORDERS,9001666,sarah.white@email.com,South Central,2150006,"Dallas, TX",33.64869,-96.70011,2,1,0
1649250689,JAY ROSS CONNELLEY,1222 OLD WARREN RD,MONTICELLO,AR,71655,Sleep Specialists,6.1,2.04,4.7,Bridger,2,3,2,5,1,CONNELLEY FAMILY MEDICAL PLLC,9000430,jay.ross connelley@email.com,South Central,2150002,"Little Rock, AR",33.62874,-91.7486,2,1,0
1871543363,Anthony Claire Harris,2220 CANTERBURY DR,HAYS,KS,67601,PCP,1.18,5.07,4.26,Bridger,3,31,1,7,7,HAYS MEDICAL CENTER INC,9000703,anthony.harris@email.com,South Central,2150004,"Saint Louis, MO",38.873,-99.34032,2,1,0
1417040890,JOHN BECKWITH NELSON,10550 QUIVIRA RD,OVERLAND PARK,KS,66215,Sleep Specialists,3.95,3.87,7.53,Bridger,4,28,6,6,2,"HCA HEALTHCARE, INC",9000705,john.beckwith nelson@email.com,South Central,2150004,"Saint Louis, MO",38.95649,-94.74304,2,1,0
1003198391,VARALAXMI BHAVANI NANNAKA,912 S FLEISHEL AVE,TYLER,TX,75701,Sleep Specialists,5.88,5.31,3.18,Bridger,4,28,5,5,4,THE UNIVERSITY OF TEXAS SYSTEM,9001721,varalaxmi.bhavani nannaka@email.com,South Central,2150006,"Dallas, TX",32.32297,-95.29679,2,1,0
1477513927,LUIS ALBERTO DESTARAC-MASELLI,912 S FLEISHEL AVE,TYLER,TX,75701,Sleep Specialists,7.32,3.61,8.05,Bridger,4,6,6,5,4,THE UNIVERSITY OF TEXAS SYSTEM,9001721,luis.alberto destarac-maselli@email.com,South Central,2150006,"Dallas, TX",32.32297,-95.29679,2,1,0
1053334755,Lisa Jane Martinez,1000 N LEE AVE,OKLAHOMA CITY,OK,73102,Sleep Specialists,5.27,4.31,2.55,Bridger,6,28,5,6,4,SSM HEALTH,9001607,lisa.martinez@email.com,South Central,2150002,"Little Rock, AR",35.47065,-97.5191,2,1,0
1396888665,Donald Rose King,1050 W ARKANSAS LN,ARLINGTON,TX,76013,PCP,2.58,8.47,7.35,Bridger,7,18,4,6,7,TARRANT COUNTY HOSPITAL DISTRICT,9001656,donald.king@email.com,South Central,2150006,"Dallas, TX",32.72027,-97.15652,2,1,0
1871590570,MATTHEW BRUCE ROBERSON,670 N MACARTHUR BLVD,COPPELL,TX,75019,Sleep Specialists,6.82,8.73,4.66,Bridger,7,16,3,1,1,INTEGRATIVE MEDICAL OF COPPELL,9000808,matthew.bruce roberson@email.com,South Central,2150006,"Dallas, TX",32.96183,-96.984,2,1,0
1265490833,Nancy Blake Taylor,8550 NE 138TH LN,THE VILLAGES,FL,32159,NP/PA,5.94,2.53,4.02,Bridger,0,9,1,1,6,HARMONY UNITED PSYCHIATRIC CARE,9000696,nancy.taylor@email.com,Southeast,2130006,"Jacksonville, FL",28.92456,-81.90528,2,0,1
1184112179,Betty Marie Jones,1787 S PINELLAS AVE,TARPON SPRINGS,FL,34689,Other Specialists,5.91,1.77,3.97,Bridger,0,32,0,1,6,S AND D BEHAVIORAL HEALTH,9001457,betty.jones@email.com,Southeast,2130004,"Tampa, FL",28.14971,-82.75956,2,0,1
1073825501,TRANG MAI NGUYEN,620 J L WHITE DR,JASPER,GA,30143,PCP,8.92,5.35,3.51,Bridger,0,28,1,1,1,PIEDMONT HEALTHCARE INC,9001261,trang.nguyen@email.com,Southeast,2130001,"Atlanta, GA",34.46198,-84.42385,2,0,1
1316643893,KRISTA MINALYN FURMAN,114B HOSPITAL DR,SIMPSONVILLE,SC,29681,PCP,5.03,5.75,2.49,Bridger,0,33,1,1,3,MEDICAL UNIVERSITY OF SOUTH CAROLINA MEDICAL CENTER,9000982,krista.furman@email.com,Southeast,2130002,"Charleston, SC",34.76988,-82.22218,2,0,1
1245991140,Linda Ray Harris,325 BROAD ST,SUMTER,SC,29150,Psychologist,2.99,5.0,3.02,Bridger,0,33,1,1,10,COLONIAL HEALTHCARE LLC,9000382,linda.harris@email.com,Southeast,2130002,"Charleston, SC",33.87621,-80.35609,2,0,1
1104823327,JAN KRISKA,708 S SOUTH ST,MOUNT AIRY,NC,27030,Sleep Specialists,1.41,1.74,6.77,Bridger,0,32,2,2,1,BLUE RIDGE SLEEP MEDICINE,9000227,jan.kriska@email.com,Southeast,2130003,North Carolina,36.48836,-80.63013,2,2,2
1629144795,RAFAEL ANGEL MARTINEZ,311 NOLAND DR,BRANDON,FL,33511,Sleep Specialists,1.62,5.8,1.79,Bridger,0,22,1,1,3,PULMONARY AND SLEEP OF TAMPA BAY,9001347,rafael.martinez@email.com,Southeast,2130004,"Tampa, FL",27.9099,-82.29405,2,1,1
1508801804,KRISTY GWEN BERRY KEIFFER,1890 AL HIGHWAY 157,CULLMAN,AL,35058,Sleep Specialists,1.05,6.72,9.38,Bridger,0,0,2,2,3,CULLMAN INTERNAL MEDICINE,9000459,kristy.keiffer@email.com,Southeast,2130007,"Birmingham, AL",34.23082,-86.73265,2,2,2
1073587390,JERRY FRANK SHERRILL,1200 TIGER BLVD,CLEMSON,SC,29631,Sleep Specialists,3.85,7.11,6.46,Bridger,0,6,0,1,4,CLEMSON FREE CLINIC,9000361,jerry.sherrill@email.com,Southeast,2130002,"Charleston, SC",34.68133,-82.81716,2,0,1
1407159536,SCOTT MICHAEL ROLSTON,1839 CENTRAL AVE,SAINT PETERSBURG,FL,33713,Sleep Specialists,7.32,2.39,2.27,Bridger,0,9,1,1,4,PROFESSIONAL HEALTH CARE OF PINELLAS LLC,9001311,scott.rolston@email.com,Southeast,2130004,"Tampa, FL",27.78882,-82.67753,2,0,1
1205409372,ANGELA MICHELLE DENNIS,1314 OAK ST,MELBOURNE,FL,32901,Sleep Specialists,9.79,7.53,1.41,Bridger,0,32,2,2,5,INDEPENDENT LUNG ASSOCIATES PA,9000782,angela.dennis@email.com,Southeast,2130004,"Tampa, FL",28.07887,-80.62268,2,0,2
1740388024,PABLO R CASTILLO,4500 SAN PABLO RD S,JACKSONVILLE,FL,32224,Sleep Specialists,4.79,4.26,7.75,Bridger,0,3,1,1,7,MAYO CLINIC HEALTH SYSTEM,9000957,pablo.castillo@email.com,Southeast,2130006,"Jacksonville, FL",30.26815,-81.4642,2,0,1
1801270087,ASHLEY MICHELLE-SHIMP HILL,1 RICHLAND MEDICAL PARK DR,COLUMBIA,SC,29203,Sleep Specialists,5.73,1.34,7.39,Bridger,0,19,1,1,9,PRISMA HEALTH,9001307,ashley.hill@email.com,Southeast,2130002,"Charleston, SC",34.10198,-81.04009,2,0,1
1649374034,Mark Ann Sanchez,5401 S CONGRESS AVE,ATLANTIS,FL,33462,Psychologist,6.97,6.2,6.43,Bridger,1,0,1,3,6,PULMONARY CRITICAL CARE AND SLEEP DISORDERS INSTITUTE OF SOUTH FLORIDA,9001364,mark.sanchez@email.com,Southeast,2130004,"Tampa, FL",26.58027,-80.07337,2,1,0
1114997335,Charles Reed Martin,2908 S LAMAR BLVD,OXFORD,MS,38655,Sleep Specialists,8.94,9.72,2.65,Bridger,1,27,5,1,1,OXFORD NEUROMUSCULAR ASSOCIATES PLLC,9001215,charles.martin@email.com,Southeast,2130007,"Birmingham, AL",34.33114,-89.4825,2,1,0
1982678538,Margaret Ruth Wright,3702 2ND AVE,COLUMBUS,GA,31904,PCP,6.99,5.76,4.71,Bridger,4,14,4,4,5,MERCYMED OF COLUMBUS INC,9000998,margaret.wright@email.com,Southeast,2130001,"Atlanta, GA",32.55189,-85.00009,2,1,0
1811286669,Mary Ann Lewis,1665 HERLONG CT,ROCK HILL,SC,29732,Sleep Specialists,9.43,8.84,4.99,Bridger,4,3,3,2,1,METROLINA NEUROLOGICAL ASSOCIATES,9001005,mary.lewis@email.com,Southeast,2130002,"Charleston, SC",34.96979,-81.07963,2,1,0
1255400321,SUMEDHA SANJIV DALVI,2125 VALLEYGATE DR,FAYETTEVILLE,NC,28304,Sleep Specialists,1.9,8.49,9.51,Bridger,4,2,4,7,1,CUMBERLAND MEDICAL ASSOCIATES,9000462,sumedha.sanjiv dalvi@email.com,Southeast,2130003,North Carolina,35.02498,-78.99072,2,1,0
1376197335,NICOLE IDA VENA CRAWFORD,201 RICHARD ST,EASLEY,SC,29640,Sleep Specialists,5.76,7.7,8.73,Bridger,4,20,6,3,1,CAROLINA PULMONARY AND SLEEP DISORDER LLC,9000295,nicole.ida vena crawford@email.com,Southeast,2130002,"Charleston, SC",34.88706,-82.57725,2,1,0
1912974429,YACOBA HUDSON,970 WOODSTOCK PKWY,WOODSTOCK,GA,30188,Sleep Specialists,3.43,1.96,5.66,Bridger,4,9,3,5,4,PIEDMONT HEALTHCARE INC,9001261,yacoba.hudson@email.com,Southeast,2130001,"Atlanta, GA",34.11873,-84.45526,2,1,0
1093705329,Kimberly Rose Smith,806 14TH AVE,ALBANY,GA,31701,Other Specialists,7.25,2.81,6.17,Bridger,5,27,3,3,3,WILLIS WILLIAM W OFFICE,9001885,kimberly.smith@email.com,Southeast,2130001,"Atlanta, GA",31.57376,-84.15508,2,1,0
1225498447,DEANA ALESHIRE FREEMAN,3380 PINE NEEDLES RD,FLORENCE,SC,29501,Sleep Specialists,5.41,3.75,4.89,Bridger,5,17,1,1,6,HOPEHEALTH INC,9000755,deana.aleshire freeman@email.com,Southeast,2130002,"Charleston, SC",34.20414,-79.82654,2,1,0
1053727396,ASHISH MOHAMMAD KABIR,1107 MEMORIAL DR,DALTON,GA,30720,Sleep Specialists,9.99,7.5,5.87,Bridger,6,11,7,6,1,VITRUVIAN HEALTH,9001847,ashish.mohammad kabir@email.com,Southeast,2130001,"Atlanta, GA",34.73472,-85.00289,2,1,0
1770593097,HERMES SEGUNDO VELASQUEZ,3450 11TH CT,VERO BEACH,FL,32960,Sleep Specialists,9.64,6.68,7.45,Bridger,6,31,3,3,2,CLEVELAND CLINIC,9000363,hermes.segundo velasquez@email.com,Southeast,2130004,"Tampa, FL",27.64069,-80.40366,2,1,0
1336753821,KAMAN M KELLER,2660 W FAIRBANKS AVE,WINTER PARK,FL,32789,Sleep Specialists,7.32,6.48,9.73,Bridger,6,26,5,7,4,THE CHILDRENS LUNG ASTHMA AND SLEEP SPECIALISTS,9001678,kaman.m keller@email.com,Southeast,2130006,"Jacksonville, FL",28.59977,-81.35235,2,1,0
1700874724,DANIEL IVAN BOBER,3501 JOHNSON ST,HOLLYWOOD,FL,33021,Sleep Specialists,4.8,1.03,4.96,Bridger,7,17,3,2,6,MEMORIAL HEALTHCARE SYSTEM,9000988,daniel.ivan bober@email.com,Southeast,2130005,"Miami, FL",26.02277,-80.18742,2,1,0
1174204093,NICOLE E GALATI,239 HURFFVILLE CROSSKEYS RD,SEWELL,NJ,8080,Sleep Specialists,4.78,7.99,6.85,Bridger,3,5,2,3,5,VIRTUA HEALTH,9001841,nicole.e galati@email.com,Unrecognized,,Unrecognized,,,2,1,0
1225044738,Andrew Dean Hernandez,2400 NW KINGS BLVD,CORVALLIS,OR,97330,Other Specialists,2.11,9.89,3.47,Bridger,0,30,0,1,3,CORVALLIS FAMILY MEDICINE PC,9000442,andrew.hernandez@email.com,West,2160002,"Portland, OR",44.63796,-123.27814,2,0,1
1275768350,John Cole Anderson,450 BROADWAY ST,REDWOOD CITY,CA,94063,PCP,9.84,2.41,5.85,Bridger,0,23,1,1,6,STANFORD HEALTH CARE,9001609,john.anderson@email.com,West,2160007,"San Jose, CA",37.49367,-122.20823,2,0,1
1699707836,Elizabeth Blake Ramirez,10666 N TORREY PINES RD,LA JOLLA,CA,92037,Psychologist,7.73,8.33,4.91,Bridger,0,27,1,1,3,SCRIPPS HEALTH,9001495,elizabeth.ramirez@email.com,West,2160004,"San Diego, CA",32.85257,-117.25104,2,0,1
1053685487,Jessica Jane Thompson,3350 AIRPORT DR,BELLINGHAM,WA,98226,Psychologist,2.5,7.16,6.27,Bridger,0,24,1,1,4,SEA MAR COMMUNITY HEALTH CENTERS,9001497,jessica.thompson@email.com,West,2160001,"Seattle, WA",48.80064,-122.42299,2,0,1
1669840443,MELISSA HELEN DOLBEC,2222 NW LOVEJOY ST,PORTLAND,OR,97210,Sleep Specialists,6.97,3.88,9.47,Bridger,0,21,1,1,3,LEGACY HEALTH,9000884,melissa.dolbec@email.com,West,2160002,"Portland, OR",45.54954,-122.73549,2,0,1
1245710391,SALINA VONG LUM,17782 COWAN,IRVINE,CA,92614,Sleep Specialists,1.42,8.0,8.39,Bridger,0,21,1,1,8,PROGENY PSYCHIATRIC CLINIC,9001312,salina.lum@email.com,West,2160004,"San Diego, CA",33.68173,-117.83316,2,0,1
1386801330,BRYAN KEITH LEE,3234 MARYSVILLE BLVD,SACRAMENTO,CA,95815,Sleep Specialists,5.72,7.98,9.66,Bridger,0,21,1,1,8,ELICA HEALTH CENTERS,9000528,bryan.lee@email.com,West,2160005,"San Francisco, CA",38.60544,-121.44497,2,0,1
1497725998,SOPHIE GOMEZ,7320 W HOOD PL,KENNEWICK,WA,99336,Sleep Specialists,5.0,1.67,5.32,Bridger,0,8,1,1,9,VISTA SLEEP CENTER,9001843,sophie.gomez@email.com,West,2160001,"Seattle, WA",46.21302,-119.17954,2,1,1
1841648862,THERON JEFFREY WIESE,1395 COMMERCIAL ST SE,SALEM,OR,97302,Sleep Specialists,1.41,6.24,1.6,Bridger,2,17,3,6,1,SALEM SLEEP MEDICINE,9001477,theron.jeffrey wiese@email.com,West,2160002,"Portland, OR",44.90191,-123.06719,2,1,0
1831294917,Jennifer Jane Moore,12301 WILSHIRE BLVD,LOS ANGELES,CA,90025,Sleep Specialists,4.9,3.53,8.05,Bridger,3,28,1,7,6,SANTA MONICA SLEEP DISORDERS CENTER,9001485,jennifer.moore@email.com,West,2160003,"Los Angeles, CA",34.04551,-118.44583,2,1,0
1558505750,THINH DUY MAI,302 NORTHGATE DR,MANTECA,CA,95336,Sleep Specialists,9.27,5.36,9.78,Bridger,4,27,1,1,6,GOLDEN VALLEY HEALTH CENTERS,9000656,thinh.duy mai@email.com,West,2160007,"San Jose, CA",37.83351,-121.1988,2,1,0
1780884015,KHADER KAMEL ABOUNASR,8330 RED OAK ST,RANCHO CUCAMONGA,CA,91730,Sleep Specialists,1.09,7.96,1.28,Bridger,4,26,2,2,7,CHAPARRAL MEDICAL GROUP,9000329,khader.kamel abounasr@email.com,West,2160006,"Las Vegas, NV",34.10023,-117.5811,2,1,0
1922203116,Paul Kay Walker,2400 NW KINGS BLVD,CORVALLIS,OR,97330,Other Specialists,8.16,8.53,3.61,Bridger,5,18,1,1,1,CORVALLIS FAMILY MEDICINE PC,9000442,paul.walker@email.com,West,2160002,"Portland, OR",44.63796,-123.27814,2,1,0
1073685764,JASON R KORNBERG,550 WASHINGTON ST,SAN DIEGO,CA,92103,Sleep Specialists,3.5,3.88,5.46,Bridger,5,21,5,2,4,SCRIPPS MERCY PHYSICIAN PARTNERS,9001496,jason.r kornberg@email.com,West,2160004,"San Diego, CA",32.74782,-117.16738,2,1,0
1255971552,VALERIE ANNE HILL,4410 VALLEY VIEW DR,KNOXVILLE,TN,37917,NP/PA,2.63,2.82,2.46,Bridger,0,32,1,1,9,UNIVERSITY HEALTH SYSTEM INC,9001796,valerie.hill@email.com,Mid Atlantic,2120003,"Nashville, TN",36.00156,-83.91265,3,0,1
1083987101,Donna Lee Thomas,3434 STATE ROUTE 132,AMELIA,OH,45102,NP/PA,1.77,6.07,5.44,Bridger,0,10,1,1,10,CCH HEALTHCARE,9000305,donna.thomas@email.com,Mid Atlantic,2120001,"Columbus, OH",39.01718,-84.20602,3,0,1
1811470735,David Marie Smith,10524 EUCLID AVE,CLEVELAND,OH,44106,Other Non-Specialists,9.9,9.36,1.89,Bridger,0,21,1,1,4,CLEVELAND CLINIC,9000363,david.smith@email.com,Mid Atlantic,2120006,"Cleveland, OH",41.5062,-81.60679,3,0,1
1598896789,Linda Marie Smith,770 W HIGH ST,LIMA,OH,45801,Other Non-Specialists,6.04,7.61,3.47,Bridger,0,18,1,1,8,BON SECOURS MERCY HEALTH INC,9000235,linda.smith@email.com,Mid Atlantic,2120006,"Cleveland, OH",40.77476,-84.03703,3,0,1
1861891566,CHRISTINA S SCHRACK,1201 SEVEN LOCKS RD,ROCKVILLE,MD,20854,PCP,6.15,5.85,9.54,Bridger,0,23,1,1,2,PRIVIA HEALTH LLC,9001308,christina.schrack@email.com,Mid Atlantic,2120002,"Baltimore, MD",39.03413,-77.22149,3,0,1
1215498480,Emily Dean Garcia,410 W 10TH AVE,COLUMBUS,OH,43210,Pulmonologist,8.72,2.94,4.1,Bridger,0,26,1,1,9,THE OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER,9001704,emily.garcia@email.com,Mid Atlantic,2120001,"Columbus, OH",40.00487,-83.02182,3,1,1
1720340193,FRANK CARTER KURZYNSKE,5653 FRIST BLVD,HERMITAGE,TN,37076,Sleep Specialists,1.49,4.04,9.51,Bridger,0,28,2,2,2,SUMMIT MEDICAL GROUP,9001629,frank.kurzynske@email.com,Mid Atlantic,2120003,"Nashville, TN",36.14512,-86.57977,3,1,2
1649266453,OSCAR GONZALO HERNANDEZ,1381 S COLLEGE ST,WINCHESTER,TN,37398,Sleep Specialists,1.5,2.5,7.05,Bridger,0,11,1,1,2,CUMBERLAND LUNG SPECIALISTS,9000461,oscar.hernandez@email.com,Mid Atlantic,2120003,"Nashville, TN",35.18182,-86.13808,3,2,1
1265848535,STEPHANIE ANN DEVAULT,659 BOULEVARD ST,DOVER,OH,44622,Sleep Specialists,8.78,2.87,9.59,Bridger,0,2,2,2,3,CLEVELAND CLINIC,9000363,stephanie.devault@email.com,Mid Atlantic,2120001,"Columbus, OH",40.54883,-81.48375,3,2,2
1154313518,RALPH FRANCIS HULLER,201 MEDICAL VILLAGE DR,EDGEWOOD,KY,41017,Sleep Specialists,8.94,5.82,1.01,Bridger,0,25,1,1,3,ENCOMPASS HEALTH,9000540,ralph.huller@email.com,Mid Atlantic,2120005,"Louisville, KY",39.02893,-84.56177,3,3,1
1265182596,NATHAN GIANGARDELLA,6700 UNIVERSITY BLVD,DUBLIN,OH,43016,Sleep Specialists,6.02,5.86,1.79,Bridger,0,24,1,1,4,THE OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER,9001704,nathan.giangardella@email.com,Mid Atlantic,2120001,"Columbus, OH",40.09732,-83.15535,3,0,1
1699810036,SURAIYA KURESHI HAIDER,2730 PROSPERITY AVE,FAIRFAX,VA,22031,Sleep Specialists,4.16,9.56,8.39,Bridger,0,2,1,1,5,INOVA HEALTH SYSTEM,9000795,suraiya.haider@email.com,Mid Atlantic,2120004,"Norfolk, VA",38.85954,-77.2599,3,0,1
1760589279,SCOTT RICHARD NELSON,1729 KINNEYS LN,PORTSMOUTH,OH,45662,Sleep Specialists,4.73,1.25,1.16,Bridger,0,22,1,1,6,UNIVERSITY OF KENTUCKY HEALTHCARE,9001804,scott.nelson@email.com,Mid Atlantic,2120001,"Columbus, OH",38.78938,-82.92114,3,0,1
1356697692,MAUREEN M LALLY,9500 EUCLID AVE,CLEVELAND,OH,44195,Sleep Specialists,2.28,8.92,5.54,Bridger,0,28,3,3,6,CLEVELAND CLINIC,9000363,maureen.lally@email.com,Mid Atlantic,2120006,"Cleveland, OH",,,3,2,3
1699096529,NABIL ALTEMEMI,5454 WISCONSIN AVE,CHEVY CHASE,MD,20815,Sleep Specialists,9.02,3.07,4.99,Bridger,0,4,2,2,6,THE NEUROLOGY CENTER,9001700,nabil.altememi@email.com,Mid Atlantic,2120002,"Baltimore, MD",38.98369,-77.07845,3,3,2
1538197744,JOHN FREDERIK PLANKEEL,2011 TATE SPRINGS RD,LYNCHBURG,VA,24501,Sleep Specialists,6.63,6.1,9.69,Bridger,0,35,1,1,8,CENTRA HEALTH,9000312,john.plankeel@email.com,Mid Atlantic,2120007,"Pittsburgh, PA",37.35565,-79.15608,3,2,1
1174734362,TAJENDER SINGH VASU,2901 TELESTAR CT,FALLS CHURCH,VA,22042,Sleep Specialists,2.8,8.73,5.26,Bridger,0,4,1,1,9,VIRGINIA HEART,9001840,tajender.vasu@email.com,Mid Atlantic,2120002,"Baltimore, MD",38.86463,-77.19406,3,2,1
